Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
130.00	10.967	177.82	0.0056238	21.074	23.788	88.477	36.780	60.347	288.42	4.3618	23.063	0.033030	supercritical
130.00	11.000	178.48	0.0056030	21.067	23.780	88.435	36.791	60.428	288.41	4.3570	23.081	0.033068	supercritical
130.00	11.033	179.13	0.0055824	21.060	23.771	88.392	36.802	60.509	288.41	4.3522	23.099	0.033108	supercritical
130.00	11.067	179.79	0.0055620	21.053	23.762	88.350	36.813	60.591	288.40	4.3475	23.118	0.033147	supercritical
130.00	11.100	180.45	0.0055416	21.046	23.753	88.308	36.824	60.672	288.39	4.3427	23.137	0.033186	supercritical
130.00	11.133	181.11	0.0055214	21.039	23.744	88.266	36.835	60.754	288.39	4.3378	23.155	0.033225	supercritical
130.00	11.167	181.78	0.0055013	21.032	23.736	88.225	36.846	60.836	288.38	4.3330	23.174	0.033265	supercritical
130.00	11.200	182.44	0.0054813	21.025	23.727	88.183	36.857	60.918	288.38	4.3282	23.193	0.033304	supercritical
130.00	11.233	183.10	0.0054615	21.018	23.718	88.141	36.868	61.000	288.38	4.3233	23.212	0.033344	supercritical
130.00	11.267	183.76	0.0054418	21.011	23.709	88.099	36.878	61.082	288.37	4.3185	23.231	0.033384	supercritical
130.00	11.300	184.43	0.0054222	21.004	23.701	88.058	36.889	61.164	288.37	4.3136	23.250	0.033424	supercritical
130.00	11.333	185.09	0.0054027	20.997	23.692	88.016	36.900	61.246	288.37	4.3087	23.269	0.033464	supercritical
130.00	11.367	185.76	0.0053833	20.990	23.683	87.975	36.911	61.329	288.37	4.3038	23.288	0.033504	supercritical
130.00	11.400	186.42	0.0053641	20.983	23.674	87.934	36.922	61.411	288.37	4.2988	23.308	0.033544	supercritical
130.00	11.433	187.09	0.0053450	20.976	23.665	87.892	36.933	61.494	288.37	4.2939	23.327	0.033584	supercritical
130.00	11.467	187.76	0.0053260	20.969	23.657	87.851	36.944	61.577	288.37	4.2889	23.346	0.033625	supercritical
130.00	11.500	188.43	0.0053071	20.962	23.648	87.810	36.954	61.660	288.37	4.2840	23.366	0.033665	supercritical
130.00	11.533	189.10	0.0052883	20.955	23.639	87.769	36.965	61.743	288.37	4.2790	23.386	0.033706	supercritical
130.00	11.567	189.77	0.0052696	20.948	23.630	87.728	36.976	61.826	288.37	4.2740	23.405	0.033747	supercritical
130.00	11.600	190.44	0.0052511	20.941	23.621	87.687	36.987	61.909	288.38	4.2690	23.425	0.033788	supercritical
130.00	11.633	191.11	0.0052326	20.933	23.612	87.646	36.997	61.992	288.38	4.2640	23.445	0.033829	supercritical
130.00	11.667	191.78	0.0052143	20.926	23.604	87.605	37.008	62.076	288.38	4.2589	23.465	0.033870	supercritical
130.00	11.700	192.45	0.0051961	20.919	23.595	87.564	37.019	62.159	288.39	4.2539	23.485	0.033911	supercritical
130.00	11.733	193.13	0.0051779	20.912	23.586	87.523	37.030	62.243	288.39	4.2488	23.505	0.033953	supercritical
130.00	11.767	193.80	0.0051599	20.905	23.577	87.483	37.040	62.326	288.40	4.2438	23.525	0.033994	supercritical
130.00	11.800	194.48	0.0051420	20.898	23.568	87.442	37.051	62.410	288.40	4.2387	23.545	0.034036	supercritical
130.00	11.833	195.15	0.0051242	20.891	23.560	87.401	37.062	62.494	288.41	4.2336	23.565	0.034077	supercritical
130.00	11.867	195.83	0.0051065	20.884	23.551	87.361	37.072	62.578	288.42	4.2285	23.586	0.034119	supercritical
130.00	11.900	196.50	0.0050890	20.877	23.542	87.321	37.083	62.662	288.43	4.2233	23.606	0.034161	supercritical
130.00	11.933	197.18	0.0050715	20.870	23.533	87.280	37.094	62.746	288.43	4.2182	23.627	0.034203	supercritical
130.00	11.967	197.86	0.0050541	20.863	23.524	87.240	37.104	62.830	288.44	4.2130	23.647	0.034245	supercritical
130.00	12.000	198.54	0.0050368	20.855	23.515	87.200	37.115	62.914	288.45	4.2079	23.668	0.034287	supercritical
130.00	12.033	199.22	0.0050196	20.848	23.507	87.159	37.126	62.999	288.46	4.2027	23.689	0.034330	supercritical
130.00	12.067	199.90	0.0050026	20.841	23.498	87.119	37.136	63.083	288.47	4.1975	23.709	0.034372	supercritical
130.00	12.100	200.58	0.0049856	20.834	23.489	87.079	37.147	63.168	288.48	4.1923	23.730	0.034415	supercritical
130.00	12.133	201.26	0.0049687	20.827	23.480	87.039	37.157	63.252	288.50	4.1871	23.751	0.034457	supercritical
130.00	12.167	201.94	0.0049519	20.820	23.471	86.999	37.168	63.337	288.51	4.1818	23.772	0.034500	supercritical
130.00	12.200	202.62	0.0049352	20.813	23.463	86.959	37.178	63.422	288.52	4.1766	23.793	0.034543	supercritical
130.00	12.233	203.31	0.0049186	20.806	23.454	86.920	37.189	63.507	288.54	4.1713	23.815	0.034586	supercritical
130.00	12.267	203.99	0.0049021	20.798	23.445	86.880	37.199	63.592	288.55	4.1660	23.836	0.034629	supercritical
130.00	12.300	204.68	0.0048857	20.791	23.436	86.840	37.210	63.677	288.56	4.1608	23.857	0.034672	supercritical
130.00	12.333	205.36	0.0048694	20.784	23.427	86.800	37.220	63.762	288.58	4.1555	23.879	0.034715	supercritical
130.00	12.367	206.05	0.0048532	20.777	23.418	86.761	37.231	63.847	288.60	4.1501	23.900	0.034759	supercritical
130.00	12.400	206.73	0.0048371	20.770	23.410	86.721	37.241	63.932	288.61	4.1448	23.922	0.034802	supercritical
130.00	12.433	207.42	0.0048211	20.763	23.401	86.682	37.252	64.017	288.63	4.1395	23.943	0.034846	supercritical
130.00	12.467	208.11	0.0048051	20.755	23.392	86.642	37.262	64.103	288.65	4.1341	23.965	0.034890	supercritical
130.00	12.500	208.80	0.0047893	20.748	23.383	86.603	37.272	64.188	288.67	4.1288	23.987	0.034934	supercritical
130.00	12.533	209.49	0.0047735	20.741	23.374	86.564	37.283	64.274	288.69	4.1234	24.009	0.034978	supercritical
130.00	12.567	210.18	0.0047579	20.734	23.365	86.524	37.293	64.359	288.71	4.1180	24.031	0.035022	supercritical
130.00	12.600	210.87	0.0047423	20.727	23.357	86.485	37.303	64.445	288.73	4.1126	24.053	0.035066	supercritical
130.00	12.633	211.56	0.0047268	20.720	23.348	86.446	37.314	64.530	288.75	4.1072	24.075	0.035110	supercritical
130.00	12.667	212.25	0.0047114	20.712	23.339	86.407	37.324	64.616	288.77	4.1018	24.097	0.035155	supercritical
130.00	12.700	212.94	0.0046961	20.705	23.330	86.368	37.334	64.702	288.79	4.0963	24.120	0.035199	supercritical
130.00	12.733	213.64	0.0046808	20.698	23.321	86.329	37.345	64.788	288.82	4.0909	24.142	0.035244	supercritical
130.00	12.767	214.33	0.0046657	20.691	23.312	86.290	37.355	64.873	288.84	4.0854	24.165	0.035288	supercritical
130.00	12.800	215.02	0.0046506	20.684	23.304	86.251	37.365	64.959	288.86	4.0800	24.187	0.035333	supercritical
130.00	12.833	215.72	0.0046357	20.677	23.295	86.212	37.375	65.045	288.89	4.0745	24.210	0.035378	supercritical
130.00	12.867	216.41	0.0046208	20.669	23.286	86.174	37.386	65.131	288.91	4.0690	24.233	0.035423	supercritical
130.00	12.900	217.11	0.0046060	20.662	23.277	86.135	37.396	65.217	288.94	4.0635	24.255	0.035468	supercritical
130.00	12.933	217.81	0.0045912	20.655	23.268	86.096	37.406	65.303	288.97	4.0579	24.278	0.035514	supercritical
130.00	12.967	218.50	0.0045766	20.648	23.259	86.058	37.416	65.390	288.99	4.0524	24.301	0.035559	supercritical
130.00	13.000	219.20	0.0045620	20.640	23.251	86.019	37.426	65.476	289.02	4.0469	24.324	0.035604	supercritical
130.00	13.033	219.90	0.0045475	20.633	23.242	85.981	37.436	65.562	289.05	4.0413	24.348	0.035650	supercritical
130.00	13.067	220.60	0.0045331	20.626	23.233	85.942	37.446	65.648	289.08	4.0357	24.371	0.035696	supercritical
130.00	13.100	221.30	0.0045188	20.619	23.224	85.904	37.457	65.735	289.11	4.0302	24.394	0.035741	supercritical
130.00	13.133	222.00	0.0045045	20.612	23.215	85.866	37.467	65.821	289.14	4.0246	24.418	0.035787	supercritical
130.00	13.167	222.70	0.0044903	20.604	23.206	85.827	37.477	65.907	289.17	4.0190	24.441	0.035833	supercritical
130.00	13.200	223.40	0.0044763	20.597	23.198	85.789	37.487	65.994	289.20	4.0134	24.465	0.035879	supercritical
130.00	13.233	224.10	0.0044622	20.590	23.189	85.751	37.497	66.080	289.24	4.0077	24.488	0.035926	supercritical
130.00	13.267	224.81	0.0044483	20.583	23.180	85.713	37.507	66.166	289.27	4.0021	24.512	0.035972	supercritical
130.00	13.300	225.51	0.0044344	20.575	23.171	85.675	37.517	66.253	289.30	3.9964	24.536	0.036018	supercritical
130.00	13.333	226.21	0.0044206	20.568	23.162	85.637	37.527	66.339	289.34	3.9908	24.560	0.036065	supercritical
130.00	13.367	226.92	0.0044069	20.561	23.153	85.599	37.537	66.426	289.38	3.9851	24.584	0.036111	supercritical
130.00	13.400	227.62	0.0043933	20.554	23.145	85.561	37.546	66.513	289.41	3.9794	24.608	0.036158	supercritical
130.00	13.433	228.33	0.0043797	20.546	23.136	85.523	37.556	66.599	289.45	3.9737	24.632	0.036205	supercritical
130.00	13.467	229.03	0.0043662	20.539	23.127	85.485	37.566	66.686	289.49	3.9680	24.656	0.036252	supercritical
130.00	13.500	229.74	0.0043528	20.532	23.118	85.448	37.576	66.772	289.52	3.9623	24.680	0.036299	supercritical
130.00	13.533	230.45	0.0043394	20.525	23.109	85.410	37.586	66.859	289.56	3.9566	24.705	0.036346	supercritical
130.00	13.567	231.15	0.0043261	20.517	23.100	85.372	37.596	66.945	289.60	3.9508	24.729	0.036393	supercritical
130.00	13.600	231.86	0.0043129	20.510	23.092	85.335	37.606	67.032	289.64	3.9451	24.754	0.036441	supercritical
130.00	13.633	232.57	0.0042998	20.503	23.083	85.297	37.615	67.119	289.68	3.9393	24.778	0.036488	supercritical
130.00	13.667	233.28	0.0042867	20.496	23.074	85.260	37.625	67.205	289.72	3.9336	24.803	0.036536	supercritical
130.00	13.700	233.99	0.0042737	20.488	23.065	85.222	37.635	67.292	289.77	3.9278	24.828	0.036583	supercritical
130.00	13.733	234.70	0.0042608	20.481	23.056	85.185	37.645	67.378	289.81	3.9220	24.853	0.036631	supercritical
130.00	13.767	235.41	0.0042479	20.474	23.048	85.148	37.654	67.465	289.85	3.9162	24.878	0.036679	supercritical
130.00	13.800	236.12	0.0042351	20.467	23.039	85.110	37.664	67.552	289.90	3.9104	24.903	0.036727	supercritical
130.00	13.833	236.83	0.0042224	20.459	23.030	85.073	37.674	67.638	289.94	3.9045	24.928	0.036775	supercritical
130.00	13.867	237.54	0.0042098	20.452	23.021	85.036	37.683	67.725	289.99	3.8987	24.953	0.036823	supercritical
130.00	13.900	238.26	0.0041972	20.445	23.012	84.999	37.693	67.812	290.03	3.8929	24.979	0.036871	supercritical
130.00	13.933	238.97	0.0041846	20.438	23.004	84.962	37.702	67.898	290.08	3.8870	25.004	0.036919	supercritical
130.00	13.967	239.68	0.0041722	20.430	22.995	84.925	37.712	67.985	290.13	3.8812	25.030	0.036968	supercritical
130.00	14.000	240.40	0.0041598	20.423	22.986	84.888	37.722	68.071	290.18	3.8753	25.055	0.037016	supercritical
130.00	14.033	241.11	0.0041475	20.416	22.977	84.851	37.731	68.158	290.23	3.8694	25.081	0.037065	supercritical
130.00	14.067	241.83	0.0041352	20.408	22.968	84.814	37.741	68.244	290.28	3.8635	25.107	0.037114	supercritical
130.00	14.100	242.54	0.0041230	20.401	22.960	84.777	37.750	68.331	290.33	3.8576	25.133	0.037163	supercritical
130.00	14.133	243.26	0.0041109	20.394	22.951	84.740	37.760	68.417	290.38	3.8517	25.158	0.037212	supercritical
130.00	14.167	243.97	0.0040988	20.387	22.942	84.704	37.769	68.504	290.43	3.8458	25.184	0.037261	supercritical
130.00	14.200	244.69	0.0040868	20.379	22.933	84.667	37.778	68.590	290.48	3.8398	25.211	0.037310	supercritical
130.00	14.233	245.41	0.0040748	20.372	22.925	84.630	37.788	68.676	290.54	3.8339	25.237	0.037359	supercritical
130.00	14.267	246.13	0.0040629	20.365	22.916	84.594	37.797	68.763	290.59	3.8279	25.263	0.037408	supercritical
130.00	14.300	246.85	0.0040511	20.357	22.907	84.557	37.807	68.849	290.65	3.8220	25.289	0.037458	supercritical
130.00	14.333	247.56	0.0040394	20.350	22.898	84.521	37.816	68.935	290.70	3.8160	25.316	0.037507	supercritical
130.00	14.367	248.28	0.0040276	20.343	22.889	84.484	37.825	69.022	290.76	3.8100	25.342	0.037557	supercritical
130.00	14.400	249.00	0.0040160	20.336	22.881	84.448	37.834	69.108	290.82	3.8040	25.369	0.037606	supercritical
130.00	14.433	249.72	0.0040044	20.328	22.872	84.412	37.844	69.194	290.87	3.7980	25.396	0.037656	supercritical
130.00	14.467	250.44	0.0039929	20.321	22.863	84.375	37.853	69.280	290.93	3.7920	25.423	0.037706	supercritical
130.00	14.500	251.17	0.0039814	20.314	22.854	84.339	37.862	69.366	290.99	3.7860	25.449	0.037756	supercritical
130.00	14.533	251.89	0.0039700	20.306	22.846	84.303	37.871	69.452	291.05	3.7800	25.476	0.037806	supercritical
130.00	14.567	252.61	0.0039587	20.299	22.837	84.267	37.881	69.538	291.11	3.7740	25.503	0.037856	supercritical
130.00	14.600	253.33	0.0039474	20.292	22.828	84.231	37.890	69.624	291.18	3.7679	25.531	0.037906	supercritical
130.00	14.633	254.05	0.0039362	20.284	22.819	84.195	37.899	69.710	291.24	3.7619	25.558	0.037957	supercritical
130.00	14.667	254.78	0.0039250	20.277	22.811	84.159	37.908	69.796	291.30	3.7558	25.585	0.038007	supercritical
130.00	14.700	255.50	0.0039139	20.270	22.802	84.123	37.917	69.881	291.36	3.7497	25.613	0.038057	supercritical
130.00	14.733	256.22	0.0039028	20.263	22.793	84.087	37.926	69.967	291.43	3.7437	25.640	0.038108	supercritical
130.00	14.767	256.95	0.0038918	20.255	22.784	84.051	37.935	70.053	291.49	3.7376	25.668	0.038159	supercritical
130.00	14.800	257.67	0.0038809	20.248	22.776	84.015	37.944	70.138	291.56	3.7315	25.695	0.038209	supercritical
130.00	14.833	258.40	0.0038700	20.241	22.767	83.979	37.953	70.224	291.63	3.7254	25.723	0.038260	supercritical
130.00	14.867	259.12	0.0038592	20.233	22.758	83.944	37.962	70.309	291.69	3.7193	25.751	0.038311	supercritical
130.00	14.900	259.85	0.0038484	20.226	22.750	83.908	37.971	70.394	291.76	3.7132	25.779	0.038362	supercritical
130.00	14.933	260.57	0.0038377	20.219	22.741	83.873	37.980	70.479	291.83	3.7070	25.807	0.038413	supercritical
130.00	14.967	261.30	0.0038270	20.211	22.732	83.837	37.989	70.565	291.90	3.7009	25.835	0.038465	supercritical
130.00	15.000	262.03	0.0038164	20.204	22.723	83.802	37.998	70.650	291.97	3.6948	25.863	0.038516	supercritical
130.00	15.033	262.76	0.0038058	20.197	22.715	83.766	38.007	70.735	292.04	3.6886	25.891	0.038567	supercritical
130.00	15.067	263.48	0.0037953	20.189	22.706	83.731	38.015	70.820	292.12	3.6825	25.920	0.038619	supercritical
130.00	15.100	264.21	0.0037849	20.182	22.697	83.695	38.024	70.904	292.19	3.6763	25.948	0.038670	supercritical
130.00	15.133	264.94	0.0037745	20.175	22.689	83.660	38.033	70.989	292.26	3.6701	25.977	0.038722	supercritical
130.00	15.167	265.67	0.0037641	20.168	22.680	83.625	38.042	71.074	292.34	3.6640	26.005	0.038773	supercritical
130.00	15.200	266.40	0.0037538	20.160	22.671	83.590	38.050	71.158	292.41	3.6578	26.034	0.038825	supercritical
130.00	15.233	267.13	0.0037436	20.153	22.663	83.554	38.059	71.243	292.49	3.6516	26.063	0.038877	supercritical
130.00	15.267	267.86	0.0037334	20.146	22.654	83.519	38.068	71.327	292.56	3.6454	26.092	0.038929	supercritical
130.00	15.300	268.59	0.0037232	20.138	22.645	83.484	38.076	71.411	292.64	3.6392	26.121	0.038981	supercritical
130.00	15.333	269.32	0.0037131	20.131	22.637	83.449	38.085	71.495	292.72	3.6330	26.150	0.039033	supercritical
130.00	15.367	270.05	0.0037031	20.124	22.628	83.414	38.094	71.579	292.80	3.6267	26.179	0.039085	supercritical
130.00	15.400	270.78	0.0036931	20.116	22.619	83.379	38.102	71.663	292.88	3.6205	26.208	0.039138	supercritical
130.00	15.433	271.51	0.0036831	20.109	22.611	83.344	38.111	71.747	292.96	3.6143	26.238	0.039190	supercritical
130.00	15.467	272.24	0.0036732	20.102	22.602	83.310	38.119	71.831	293.04	3.6081	26.267	0.039242	supercritical
130.00	15.500	272.97	0.0036634	20.094	22.593	83.275	38.128	71.914	293.12	3.6018	26.297	0.039295	supercritical
130.00	15.533	273.70	0.0036536	20.087	22.585	83.240	38.136	71.998	293.21	3.5956	26.326	0.039347	supercritical
130.00	15.567	274.43	0.0036439	20.080	22.576	83.205	38.144	72.081	293.29	3.5893	26.356	0.039400	supercritical
130.00	15.600	275.17	0.0036342	20.073	22.568	83.171	38.153	72.164	293.37	3.5830	26.386	0.039453	supercritical
130.00	15.633	275.90	0.0036245	20.065	22.559	83.136	38.161	72.247	293.46	3.5768	26.415	0.039506	supercritical
130.00	15.667	276.63	0.0036149	20.058	22.550	83.102	38.170	72.330	293.54	3.5705	26.445	0.039558	supercritical
130.00	15.700	277.37	0.0036054	20.051	22.542	83.067	38.178	72.413	293.63	3.5642	26.475	0.039611	supercritical
130.00	15.733	278.10	0.0035958	20.043	22.533	83.033	38.186	72.496	293.72	3.5579	26.506	0.039664	supercritical
130.00	15.767	278.83	0.0035864	20.036	22.525	82.998	38.195	72.578	293.81	3.5516	26.536	0.039718	supercritical
130.00	15.800	279.57	0.0035770	20.029	22.516	82.964	38.203	72.661	293.90	3.5453	26.566	0.039771	supercritical
130.00	15.833	280.30	0.0035676	20.021	22.507	82.930	38.211	72.743	293.99	3.5390	26.596	0.039824	supercritical
130.00	15.867	281.03	0.0035583	20.014	22.499	82.896	38.219	72.825	294.08	3.5327	26.627	0.039877	supercritical
130.00	15.900	281.77	0.0035490	20.007	22.490	82.861	38.227	72.907	294.17	3.5264	26.657	0.039931	supercritical
130.00	15.933	282.50	0.0035398	19.999	22.482	82.827	38.235	72.989	294.26	3.5201	26.688	0.039984	supercritical
130.00	15.967	283.24	0.0035306	19.992	22.473	82.793	38.244	73.070	294.35	3.5137	26.719	0.040038	supercritical
130.00	16.000	283.97	0.0035214	19.985	22.465	82.759	38.252	73.152	294.45	3.5074	26.749	0.040091	supercritical
130.00	16.033	284.71	0.0035123	19.978	22.456	82.725	38.260	73.233	294.54	3.5011	26.780	0.040145	supercritical
130.00	16.067	285.45	0.0035033	19.970	22.447	82.691	38.268	73.315	294.64	3.4947	26.811	0.040199	supercritical
130.00	16.100	286.18	0.0034943	19.963	22.439	82.657	38.276	73.396	294.73	3.4884	26.842	0.040252	supercritical
130.00	16.133	286.92	0.0034853	19.956	22.430	82.623	38.284	73.476	294.83	3.4820	26.874	0.040306	supercritical
130.00	16.167	287.65	0.0034764	19.948	22.422	82.590	38.292	73.557	294.93	3.4757	26.905	0.040360	supercritical
130.00	16.200	288.39	0.0034675	19.941	22.413	82.556	38.300	73.638	295.03	3.4693	26.936	0.040414	supercritical
130.00	16.233	289.13	0.0034587	19.934	22.405	82.522	38.308	73.718	295.12	3.4630	26.968	0.040468	supercritical
130.00	16.267	289.86	0.0034499	19.927	22.396	82.488	38.315	73.798	295.23	3.4566	26.999	0.040522	supercritical
130.00	16.300	290.60	0.0034412	19.919	22.388	82.455	38.323	73.878	295.33	3.4502	27.031	0.040576	supercritical
130.00	16.333	291.34	0.0034325	19.912	22.379	82.421	38.331	73.958	295.43	3.4438	27.062	0.040631	supercritical
130.00	16.367	292.07	0.0034238	19.905	22.371	82.388	38.339	74.038	295.53	3.4375	27.094	0.040685	supercritical
130.00	16.400	292.81	0.0034152	19.897	22.362	82.354	38.347	74.117	295.63	3.4311	27.126	0.040739	supercritical
130.00	16.433	293.55	0.0034066	19.890	22.354	82.321	38.354	74.197	295.74	3.4247	27.158	0.040794	supercritical
130.00	16.467	294.28	0.0033981	19.883	22.345	82.287	38.362	74.276	295.84	3.4183	27.190	0.040848	supercritical
130.00	16.500	295.02	0.0033896	19.876	22.337	82.254	38.370	74.355	295.95	3.4119	27.222	0.040903	supercritical
130.00	16.533	295.76	0.0033811	19.868	22.328	82.221	38.377	74.434	296.05	3.4055	27.254	0.040957	supercritical
130.00	16.567	296.50	0.0033727	19.861	22.320	82.188	38.385	74.512	296.16	3.3991	27.286	0.041012	supercritical
130.00	16.600	297.23	0.0033643	19.854	22.312	82.154	38.392	74.591	296.27	3.3927	27.319	0.041067	supercritical
130.00	16.633	297.97	0.0033560	19.846	22.303	82.121	38.400	74.669	296.38	3.3863	27.351	0.041121	supercritical
130.00	16.667	298.71	0.0033477	19.839	22.295	82.088	38.408	74.747	296.49	3.3799	27.383	0.041176	supercritical
130.00	16.700	299.45	0.0033395	19.832	22.286	82.055	38.415	74.824	296.60	3.3735	27.416	0.041231	supercritical
130.00	16.733	300.19	0.0033313	19.825	22.278	82.022	38.423	74.902	296.71	3.3670	27.449	0.041286	supercritical
130.00	16.767	300.92	0.0033231	19.817	22.270	81.989	38.430	74.979	296.82	3.3606	27.482	0.041341	supercritical
130.00	16.800	301.66	0.0033150	19.810	22.261	81.956	38.437	75.057	296.94	3.3542	27.514	0.041396	supercritical
130.00	16.833	302.40	0.0033069	19.803	22.253	81.923	38.445	75.134	297.05	3.3478	27.547	0.041451	supercritical
130.00	16.867	303.14	0.0032988	19.796	22.244	81.891	38.452	75.210	297.16	3.3413	27.580	0.041506	supercritical
130.00	16.900	303.88	0.0032908	19.788	22.236	81.858	38.459	75.287	297.28	3.3349	27.613	0.041562	supercritical
130.00	16.933	304.62	0.0032828	19.781	22.228	81.825	38.467	75.363	297.39	3.3285	27.647	0.041617	supercritical
130.00	16.967	305.35	0.0032749	19.774	22.219	81.792	38.474	75.439	297.51	3.3220	27.680	0.041672	supercritical
130.00	17.000	306.09	0.0032670	19.767	22.211	81.760	38.481	75.515	297.63	3.3156	27.713	0.041727	supercritical
130.00	17.033	306.83	0.0032591	19.759	22.203	81.727	38.489	75.591	297.75	3.3092	27.747	0.041783	supercritical
130.00	17.067	307.57	0.0032513	19.752	22.194	81.695	38.496	75.666	297.87	3.3027	27.780	0.041838	supercritical
130.00	17.100	308.31	0.0032435	19.745	22.186	81.662	38.503	75.741	297.99	3.2963	27.814	0.041894	supercritical
130.00	17.133	309.05	0.0032358	19.738	22.178	81.630	38.510	75.816	298.11	3.2898	27.847	0.041949	supercritical
130.00	17.167	309.79	0.0032280	19.730	22.169	81.597	38.517	75.891	298.23	3.2834	27.881	0.042005	supercritical
130.00	17.200	310.52	0.0032204	19.723	22.161	81.565	38.524	75.965	298.35	3.2769	27.915	0.042061	supercritical
130.00	17.233	311.26	0.0032127	19.716	22.153	81.533	38.531	76.040	298.48	3.2705	27.949	0.042116	supercritical
130.00	17.267	312.00	0.0032051	19.709	22.144	81.501	38.538	76.114	298.60	3.2640	27.983	0.042172	supercritical
130.00	17.300	312.74	0.0031976	19.702	22.136	81.468	38.545	76.188	298.72	3.2576	28.017	0.042228	supercritical
130.00	17.333	313.48	0.0031900	19.694	22.128	81.436	38.552	76.261	298.85	3.2511	28.051	0.042284	supercritical
130.00	17.367	314.22	0.0031825	19.687	22.120	81.404	38.559	76.334	298.98	3.2447	28.085	0.042339	supercritical
130.00	17.400	314.95	0.0031751	19.680	22.111	81.372	38.566	76.407	299.10	3.2382	28.120	0.042395	supercritical
