Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
140.00	14.800	242.84	0.0041179	20.776	23.458	85.687	37.778	66.478	297.43	3.5850	25.613	0.037764	supercritical
140.00	14.833	243.50	0.0041067	20.769	23.450	85.653	37.786	66.549	297.48	3.5798	25.637	0.037809	supercritical
140.00	14.867	244.17	0.0040956	20.762	23.442	85.619	37.794	66.620	297.54	3.5745	25.661	0.037853	supercritical
140.00	14.900	244.83	0.0040844	20.756	23.434	85.586	37.803	66.691	297.60	3.5693	25.685	0.037897	supercritical
140.00	14.933	245.50	0.0040734	20.749	23.426	85.552	37.811	66.762	297.66	3.5640	25.709	0.037942	supercritical
140.00	14.967	246.16	0.0040624	20.742	23.418	85.518	37.819	66.833	297.72	3.5588	25.733	0.037986	supercritical
140.00	15.000	246.82	0.0040515	20.736	23.410	85.485	37.827	66.904	297.78	3.5535	25.758	0.038031	supercritical
140.00	15.033	247.49	0.0040406	20.729	23.402	85.451	37.835	66.975	297.84	3.5483	25.782	0.038076	supercritical
140.00	15.067	248.15	0.0040297	20.722	23.395	85.418	37.843	67.046	297.91	3.5430	25.807	0.038120	supercritical
140.00	15.100	248.82	0.0040190	20.716	23.387	85.384	37.851	67.117	297.97	3.5377	25.831	0.038165	supercritical
140.00	15.133	249.49	0.0040082	20.709	23.379	85.351	37.859	67.187	298.03	3.5324	25.856	0.038210	supercritical
140.00	15.167	250.15	0.0039976	20.702	23.371	85.317	37.867	67.258	298.10	3.5271	25.881	0.038255	supercritical
140.00	15.200	250.82	0.0039869	20.696	23.363	85.284	37.875	67.328	298.16	3.5218	25.906	0.038300	supercritical
140.00	15.233	251.49	0.0039764	20.689	23.355	85.251	37.883	67.399	298.23	3.5165	25.930	0.038345	supercritical
140.00	15.267	252.15	0.0039659	20.682	23.347	85.218	37.891	67.469	298.29	3.5112	25.955	0.038390	supercritical
140.00	15.300	252.82	0.0039554	20.676	23.339	85.185	37.898	67.540	298.36	3.5059	25.980	0.038436	supercritical
140.00	15.333	253.49	0.0039450	20.669	23.331	85.151	37.906	67.610	298.43	3.5005	26.005	0.038481	supercritical
140.00	15.367	254.15	0.0039346	20.662	23.323	85.118	37.914	67.680	298.50	3.4952	26.031	0.038526	supercritical
140.00	15.400	254.82	0.0039243	20.656	23.316	85.085	37.922	67.751	298.56	3.4899	26.056	0.038572	supercritical
140.00	15.433	255.49	0.0039140	20.649	23.308	85.052	37.930	67.821	298.63	3.4845	26.081	0.038617	supercritical
140.00	15.467	256.16	0.0039038	20.642	23.300	85.019	37.938	67.891	298.70	3.4792	26.107	0.038663	supercritical
140.00	15.500	256.83	0.0038937	20.636	23.292	84.986	37.945	67.961	298.77	3.4738	26.132	0.038709	supercritical
140.00	15.533	257.50	0.0038835	20.629	23.284	84.954	37.953	68.031	298.85	3.4684	26.157	0.038754	supercritical
140.00	15.567	258.17	0.0038735	20.622	23.276	84.921	37.961	68.101	298.92	3.4631	26.183	0.038800	supercritical
140.00	15.600	258.84	0.0038635	20.616	23.268	84.888	37.969	68.171	298.99	3.4577	26.209	0.038846	supercritical
140.00	15.633	259.50	0.0038535	20.609	23.260	84.855	37.976	68.240	299.06	3.4523	26.234	0.038892	supercritical
140.00	15.667	260.17	0.0038436	20.602	23.253	84.823	37.984	68.310	299.14	3.4469	26.260	0.038938	supercritical
140.00	15.700	260.84	0.0038337	20.596	23.245	84.790	37.992	68.380	299.21	3.4416	26.286	0.038984	supercritical
140.00	15.733	261.51	0.0038239	20.589	23.237	84.757	37.999	68.449	299.29	3.4362	26.312	0.039030	supercritical
140.00	15.767	262.19	0.0038141	20.583	23.229	84.725	38.007	68.518	299.36	3.4308	26.338	0.039077	supercritical
140.00	15.800	262.86	0.0038044	20.576	23.221	84.692	38.015	68.588	299.44	3.4254	26.364	0.039123	supercritical
140.00	15.833	263.53	0.0037947	20.569	23.213	84.660	38.022	68.657	299.51	3.4200	26.390	0.039169	supercritical
140.00	15.867	264.20	0.0037850	20.563	23.206	84.628	38.030	68.726	299.59	3.4145	26.416	0.039216	supercritical
140.00	15.900	264.87	0.0037754	20.556	23.198	84.595	38.037	68.795	299.67	3.4091	26.443	0.039262	supercritical
140.00	15.933	265.54	0.0037659	20.549	23.190	84.563	38.045	68.864	299.75	3.4037	26.469	0.039309	supercritical
140.00	15.967	266.21	0.0037564	20.543	23.182	84.531	38.052	68.933	299.83	3.3983	26.495	0.039355	supercritical
140.00	16.000	266.88	0.0037469	20.536	23.174	84.498	38.060	69.002	299.91	3.3928	26.522	0.039402	supercritical
140.00	16.033	267.56	0.0037375	20.529	23.167	84.466	38.067	69.071	299.99	3.3874	26.548	0.039449	supercritical
140.00	16.067	268.23	0.0037282	20.523	23.159	84.434	38.075	69.139	300.07	3.3820	26.575	0.039496	supercritical
140.00	16.100	268.90	0.0037188	20.516	23.151	84.402	38.082	69.208	300.15	3.3765	26.602	0.039543	supercritical
140.00	16.133	269.57	0.0037096	20.509	23.143	84.370	38.090	69.276	300.24	3.3711	26.629	0.039590	supercritical
140.00	16.167	270.25	0.0037003	20.503	23.135	84.338	38.097	69.345	300.32	3.3656	26.655	0.039637	supercritical
140.00	16.200	270.92	0.0036911	20.496	23.128	84.306	38.104	69.413	300.40	3.3602	26.682	0.039684	supercritical
140.00	16.233	271.59	0.0036820	20.489	23.120	84.274	38.112	69.481	300.49	3.3547	26.709	0.039731	supercritical
140.00	16.267	272.26	0.0036729	20.483	23.112	84.242	38.119	69.549	300.57	3.3492	26.736	0.039778	supercritical
140.00	16.300	272.94	0.0036638	20.476	23.104	84.211	38.126	69.617	300.66	3.3438	26.763	0.039825	supercritical
140.00	16.333	273.61	0.0036548	20.469	23.097	84.179	38.134	69.685	300.75	3.3383	26.791	0.039872	supercritical
140.00	16.367	274.28	0.0036458	20.463	23.089	84.147	38.141	69.753	300.83	3.3328	26.818	0.039920	supercritical
140.00	16.400	274.96	0.0036369	20.456	23.081	84.115	38.148	69.820	300.92	3.3273	26.845	0.039967	supercritical
140.00	16.433	275.63	0.0036280	20.449	23.073	84.084	38.155	69.888	301.01	3.3218	26.873	0.040015	supercritical
140.00	16.467	276.31	0.0036192	20.443	23.066	84.052	38.163	69.955	301.10	3.3164	26.900	0.040062	supercritical
140.00	16.500	276.98	0.0036104	20.436	23.058	84.021	38.170	70.022	301.19	3.3109	26.928	0.040110	supercritical
140.00	16.533	277.65	0.0036016	20.429	23.050	83.989	38.177	70.089	301.28	3.3054	26.955	0.040158	supercritical
140.00	16.567	278.33	0.0035929	20.423	23.042	83.958	38.184	70.156	301.37	3.2999	26.983	0.040205	supercritical
140.00	16.600	279.00	0.0035842	20.416	23.035	83.926	38.191	70.223	301.46	3.2944	27.011	0.040253	supercritical
140.00	16.633	279.68	0.0035756	20.410	23.027	83.895	38.198	70.290	301.55	3.2889	27.038	0.040301	supercritical
140.00	16.667	280.35	0.0035669	20.403	23.019	83.864	38.205	70.357	301.65	3.2834	27.066	0.040349	supercritical
140.00	16.700	281.03	0.0035584	20.396	23.012	83.832	38.212	70.423	301.74	3.2778	27.094	0.040397	supercritical
140.00	16.733	281.70	0.0035499	20.390	23.004	83.801	38.219	70.490	301.84	3.2723	27.122	0.040445	supercritical
140.00	16.767	282.38	0.0035414	20.383	22.996	83.770	38.226	70.556	301.93	3.2668	27.150	0.040493	supercritical
140.00	16.800	283.05	0.0035329	20.376	22.988	83.739	38.233	70.622	302.03	3.2613	27.179	0.040541	supercritical
140.00	16.833	283.73	0.0035245	20.370	22.981	83.708	38.240	70.688	302.12	3.2558	27.207	0.040589	supercritical
140.00	16.867	284.40	0.0035162	20.363	22.973	83.676	38.247	70.754	302.22	3.2502	27.235	0.040637	supercritical
140.00	16.900	285.08	0.0035078	20.356	22.965	83.645	38.254	70.820	302.32	3.2447	27.263	0.040686	supercritical
140.00	16.933	285.75	0.0034995	20.350	22.958	83.615	38.261	70.886	302.42	3.2392	27.292	0.040734	supercritical
140.00	16.967	286.43	0.0034913	20.343	22.950	83.584	38.268	70.951	302.52	3.2336	27.320	0.040783	supercritical
140.00	17.000	287.10	0.0034831	20.337	22.943	83.553	38.275	71.017	302.62	3.2281	27.349	0.040831	supercritical
140.00	17.033	287.78	0.0034749	20.330	22.935	83.522	38.282	71.082	302.72	3.2226	27.378	0.040879	supercritical
140.00	17.067	288.45	0.0034668	20.323	22.927	83.491	38.289	71.147	302.82	3.2170	27.406	0.040928	supercritical
140.00	17.100	289.13	0.0034587	20.317	22.920	83.460	38.295	71.212	302.92	3.2115	27.435	0.040977	supercritical
140.00	17.133	289.80	0.0034506	20.310	22.912	83.430	38.302	71.277	303.02	3.2059	27.464	0.041025	supercritical
140.00	17.167	290.48	0.0034426	20.304	22.904	83.399	38.309	71.342	303.13	3.2004	27.493	0.041074	supercritical
140.00	17.200	291.16	0.0034346	20.297	22.897	83.368	38.316	71.406	303.23	3.1948	27.522	0.041123	supercritical
140.00	17.233	291.83	0.0034266	20.290	22.889	83.338	38.322	71.471	303.33	3.1893	27.551	0.041171	supercritical
140.00	17.267	292.51	0.0034187	20.284	22.882	83.307	38.329	71.535	303.44	3.1837	27.580	0.041220	supercritical
140.00	17.300	293.18	0.0034108	20.277	22.874	83.277	38.336	71.599	303.54	3.1782	27.609	0.041269	supercritical
140.00	17.333	293.86	0.0034030	20.270	22.866	83.246	38.342	71.663	303.65	3.1726	27.638	0.041318	supercritical
140.00	17.367	294.53	0.0033952	20.264	22.859	83.216	38.349	71.727	303.76	3.1670	27.668	0.041367	supercritical
140.00	17.400	295.21	0.0033874	20.257	22.851	83.185	38.356	71.790	303.87	3.1615	27.697	0.041416	supercritical
