Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
70.000	11.000	293.73	0.0034045	17.554	19.202	76.039	40.269	115.07	241.00	5.6727	24.205	0.039957	supercritical
70.000	11.033	295.37	0.0033856	17.536	19.180	75.961	40.304	115.69	241.03	5.6527	24.277	0.040116	supercritical
70.000	11.067	297.02	0.0033668	17.519	19.158	75.883	40.338	116.31	241.06	5.6327	24.350	0.040275	supercritical
70.000	11.100	298.68	0.0033481	17.501	19.137	75.805	40.372	116.93	241.09	5.6125	24.424	0.040435	supercritical
70.000	11.133	300.34	0.0033295	17.483	19.115	75.727	40.406	117.55	241.13	5.5922	24.498	0.040596	supercritical
70.000	11.167	302.01	0.0033111	17.466	19.093	75.649	40.439	118.18	241.17	5.5717	24.573	0.040758	supercritical
70.000	11.200	303.69	0.0032928	17.448	19.071	75.571	40.473	118.80	241.21	5.5512	24.649	0.040920	supercritical
70.000	11.233	305.38	0.0032746	17.430	19.049	75.493	40.506	119.43	241.26	5.5305	24.725	0.041082	supercritical
70.000	11.267	307.07	0.0032566	17.412	19.027	75.415	40.539	120.06	241.31	5.5097	24.803	0.041245	supercritical
70.000	11.300	308.77	0.0032387	17.394	19.005	75.337	40.572	120.68	241.37	5.4888	24.881	0.041409	supercritical
70.000	11.333	310.47	0.0032209	17.376	18.983	75.258	40.605	121.31	241.43	5.4677	24.960	0.041574	supercritical
70.000	11.367	312.18	0.0032032	17.358	18.961	75.180	40.637	121.94	241.49	5.4466	25.039	0.041738	supercritical
70.000	11.400	313.90	0.0031857	17.340	18.938	75.102	40.669	122.57	241.56	5.4253	25.119	0.041904	supercritical
70.000	11.433	315.63	0.0031683	17.322	18.916	75.024	40.701	123.19	241.63	5.4039	25.201	0.042069	supercritical
70.000	11.467	317.36	0.0031510	17.304	18.894	74.946	40.732	123.82	241.71	5.3824	25.282	0.042236	supercritical
70.000	11.500	319.10	0.0031339	17.286	18.872	74.867	40.764	124.44	241.79	5.3608	25.365	0.042402	supercritical
70.000	11.533	320.84	0.0031168	17.267	18.850	74.789	40.795	125.07	241.88	5.3391	25.448	0.042569	supercritical
70.000	11.567	322.59	0.0030999	17.249	18.827	74.711	40.826	125.69	241.97	5.3173	25.533	0.042737	supercritical
70.000	11.600	324.35	0.0030831	17.231	18.805	74.633	40.856	126.31	242.06	5.2953	25.617	0.042905	supercritical
70.000	11.633	326.11	0.0030665	17.213	18.783	74.555	40.886	126.93	242.16	5.2733	25.703	0.043073	supercritical
70.000	11.667	327.87	0.0030499	17.194	18.760	74.477	40.916	127.55	242.26	5.2512	25.790	0.043241	supercritical
70.000	11.700	329.65	0.0030335	17.176	18.738	74.398	40.946	128.17	242.37	5.2289	25.877	0.043410	supercritical
70.000	11.733	331.43	0.0030173	17.158	18.716	74.320	40.975	128.78	242.48	5.2066	25.965	0.043579	supercritical
70.000	11.767	333.21	0.0030011	17.139	18.693	74.242	41.004	129.39	242.60	5.1842	26.054	0.043748	supercritical
70.000	11.800	335.00	0.0029851	17.121	18.671	74.164	41.032	130.00	242.72	5.1617	26.144	0.043917	supercritical
70.000	11.833	336.80	0.0029692	17.102	18.649	74.086	41.060	130.60	242.85	5.1391	26.234	0.044087	supercritical
70.000	11.867	338.60	0.0029534	17.084	18.626	74.009	41.088	131.20	242.98	5.1164	26.325	0.044256	supercritical
70.000	11.900	340.40	0.0029377	17.065	18.604	73.931	41.116	131.80	243.12	5.0936	26.417	0.044426	supercritical
70.000	11.933	342.21	0.0029222	17.047	18.581	73.853	41.143	132.39	243.26	5.0708	26.510	0.044596	supercritical
70.000	11.967	344.03	0.0029067	17.028	18.559	73.775	41.170	132.98	243.40	5.0478	26.603	0.044766	supercritical
70.000	12.000	345.85	0.0028915	17.010	18.537	73.698	41.196	133.57	243.56	5.0248	26.698	0.044936	supercritical
70.000	12.033	347.67	0.0028763	16.991	18.514	73.620	41.222	134.15	243.71	5.0018	26.793	0.045106	supercritical
70.000	12.067	349.50	0.0028612	16.972	18.492	73.543	41.248	134.72	243.87	4.9786	26.888	0.045276	supercritical
70.000	12.100	351.33	0.0028463	16.954	18.470	73.466	41.273	135.29	244.04	4.9554	26.985	0.045446	supercritical
70.000	12.133	353.17	0.0028315	16.935	18.447	73.388	41.298	135.85	244.21	4.9321	27.082	0.045616	supercritical
70.000	12.167	355.01	0.0028168	16.917	18.425	73.311	41.322	136.41	244.39	4.9088	27.181	0.045786	supercritical
70.000	12.200	356.85	0.0028023	16.898	18.403	73.234	41.346	136.97	244.58	4.8854	27.279	0.045955	supercritical
70.000	12.233	358.70	0.0027878	16.879	18.380	73.157	41.370	137.51	244.76	4.8619	27.379	0.046125	supercritical
70.000	12.267	360.55	0.0027735	16.861	18.358	73.080	41.393	138.05	244.96	4.8384	27.479	0.046294	supercritical
70.000	12.300	362.41	0.0027593	16.842	18.336	73.004	41.416	138.58	245.16	4.8148	27.581	0.046463	supercritical
70.000	12.333	364.26	0.0027453	16.823	18.314	72.927	41.438	139.11	245.36	4.7912	27.682	0.046632	supercritical
70.000	12.367	366.12	0.0027313	16.805	18.291	72.851	41.460	139.63	245.57	4.7676	27.785	0.046801	supercritical
70.000	12.400	367.99	0.0027175	16.786	18.269	72.774	41.481	140.14	245.79	4.7439	27.888	0.046969	supercritical
70.000	12.433	369.85	0.0027038	16.768	18.247	72.698	41.502	140.64	246.01	4.7202	27.992	0.047137	supercritical
70.000	12.467	371.72	0.0026902	16.749	18.225	72.622	41.523	141.14	246.24	4.6964	28.097	0.047305	supercritical
70.000	12.500	373.59	0.0026767	16.730	18.203	72.547	41.543	141.62	246.47	4.6726	28.203	0.047472	supercritical
70.000	12.533	375.46	0.0026634	16.712	18.181	72.471	41.562	142.10	246.71	4.6488	28.309	0.047639	supercritical
70.000	12.567	377.33	0.0026502	16.693	18.159	72.395	41.582	142.57	246.96	4.6250	28.416	0.047806	supercritical
70.000	12.600	379.21	0.0026371	16.675	18.137	72.320	41.600	143.04	247.21	4.6011	28.523	0.047972	supercritical
70.000	12.633	381.08	0.0026241	16.656	18.115	72.245	41.618	143.49	247.47	4.5772	28.631	0.048138	supercritical
70.000	12.667	382.96	0.0026112	16.637	18.093	72.170	41.636	143.93	247.73	4.5533	28.740	0.048303	supercritical
70.000	12.700	384.84	0.0025985	16.619	18.071	72.095	41.653	144.36	248.00	4.5294	28.850	0.048467	supercritical
70.000	12.733	386.72	0.0025859	16.600	18.049	72.021	41.670	144.79	248.27	4.5055	28.960	0.048632	supercritical
70.000	12.767	388.60	0.0025734	16.582	18.028	71.947	41.687	145.20	248.55	4.4816	29.071	0.048795	supercritical
70.000	12.800	390.48	0.0025610	16.563	18.006	71.872	41.703	145.61	248.84	4.4577	29.182	0.048958	supercritical
70.000	12.833	392.36	0.0025487	16.545	17.984	71.799	41.718	146.00	249.13	4.4338	29.294	0.049121	supercritical
70.000	12.867	394.24	0.0025365	16.527	17.963	71.725	41.733	146.39	249.43	4.4099	29.407	0.049283	supercritical
70.000	12.900	396.12	0.0025245	16.508	17.941	71.651	41.747	146.76	249.73	4.3860	29.520	0.049444	supercritical
70.000	12.933	397.99	0.0025126	16.490	17.920	71.578	41.761	147.12	250.04	4.3621	29.634	0.049605	supercritical
70.000	12.967	399.87	0.0025008	16.472	17.899	71.505	41.775	147.48	250.36	4.3383	29.749	0.049765	supercritical
70.000	13.000	401.75	0.0024891	16.453	17.877	71.433	41.788	147.82	250.68	4.3144	29.864	0.049924	supercritical
70.000	13.033	403.62	0.0024775	16.435	17.856	71.360	41.801	148.15	251.01	4.2906	29.979	0.050083	supercritical
70.000	13.067	405.50	0.0024661	16.417	17.835	71.288	41.813	148.47	251.34	4.2668	30.095	0.050241	supercritical
70.000	13.100	407.37	0.0024548	16.399	17.814	71.216	41.824	148.78	251.68	4.2430	30.212	0.050398	supercritical
70.000	13.133	409.24	0.0024435	16.381	17.793	71.144	41.836	149.07	252.03	4.2193	30.329	0.050555	supercritical
70.000	13.167	411.11	0.0024324	16.362	17.772	71.073	41.846	149.36	252.38	4.1956	30.446	0.050711	supercritical
70.000	13.200	412.98	0.0024214	16.344	17.751	71.002	41.857	149.63	252.74	4.1719	30.565	0.050866	supercritical
70.000	13.233	414.84	0.0024106	16.326	17.730	70.931	41.866	149.90	253.10	4.1483	30.683	0.051020	supercritical
70.000	13.267	416.70	0.0023998	16.309	17.710	70.860	41.876	150.15	253.47	4.1247	30.802	0.051174	supercritical
70.000	13.300	418.56	0.0023891	16.291	17.689	70.790	41.885	150.39	253.85	4.1012	30.922	0.051326	supercritical
70.000	13.333	420.42	0.0023786	16.273	17.669	70.720	41.893	150.62	254.23	4.0777	31.041	0.051478	supercritical
70.000	13.367	422.27	0.0023681	16.255	17.648	70.650	41.901	150.84	254.61	4.0543	31.162	0.051630	supercritical
70.000	13.400	424.12	0.0023578	16.237	17.628	70.581	41.909	151.04	255.01	4.0309	31.282	0.051780	supercritical
70.000	13.433	425.97	0.0023476	16.220	17.608	70.512	41.916	151.24	255.40	4.0076	31.404	0.051929	supercritical
70.000	13.467	427.81	0.0023375	16.202	17.587	70.443	41.923	151.42	255.81	3.9844	31.525	0.052078	supercritical
70.000	13.500	429.65	0.0023275	16.184	17.567	70.375	41.929	151.59	256.22	3.9612	31.647	0.052226	supercritical
70.000	13.533	431.48	0.0023176	16.167	17.547	70.307	41.935	151.75	256.63	3.9381	31.769	0.052373	supercritical
70.000	13.567	433.31	0.0023078	16.150	17.528	70.239	41.940	151.90	257.05	3.9150	31.891	0.052519	supercritical
70.000	13.600	435.13	0.0022981	16.132	17.508	70.171	41.945	152.03	257.48	3.8921	32.014	0.052665	supercritical
70.000	13.633	436.95	0.0022886	16.115	17.488	70.104	41.950	152.16	257.91	3.8692	32.137	0.052809	supercritical
70.000	13.667	438.77	0.0022791	16.098	17.468	70.037	41.954	152.27	258.35	3.8463	32.261	0.052953	supercritical
70.000	13.700	440.58	0.0022697	16.081	17.449	69.971	41.958	152.38	258.79	3.8236	32.384	0.053096	supercritical
70.000	13.733	442.38	0.0022605	16.063	17.430	69.905	41.961	152.47	259.24	3.8009	32.508	0.053237	supercritical
70.000	13.767	444.18	0.0022513	16.046	17.410	69.839	41.964	152.55	259.69	3.7784	32.632	0.053379	supercritical
70.000	13.800	445.98	0.0022423	16.029	17.391	69.774	41.967	152.62	260.15	3.7559	32.757	0.053519	supercritical
70.000	13.833	447.77	0.0022333	16.013	17.372	69.709	41.969	152.68	260.62	3.7335	32.881	0.053658	supercritical
70.000	13.867	449.55	0.0022245	15.996	17.353	69.644	41.971	152.72	261.08	3.7112	33.006	0.053797	supercritical
70.000	13.900	451.32	0.0022157	15.979	17.334	69.579	41.973	152.76	261.56	3.6890	33.131	0.053935	supercritical
70.000	13.933	453.09	0.0022070	15.962	17.316	69.515	41.974	152.79	262.04	3.6669	33.256	0.054071	supercritical
70.000	13.967	454.86	0.0021985	15.946	17.297	69.452	41.975	152.80	262.52	3.6448	33.381	0.054208	supercritical
70.000	14.000	456.62	0.0021900	15.929	17.279	69.388	41.975	152.81	263.01	3.6229	33.507	0.054343	supercritical
70.000	14.033	458.37	0.0021817	15.913	17.260	69.325	41.976	152.81	263.50	3.6011	33.632	0.054477	supercritical
70.000	14.067	460.11	0.0021734	15.896	17.242	69.263	41.975	152.79	264.00	3.5794	33.758	0.054611	supercritical
70.000	14.100	461.85	0.0021652	15.880	17.224	69.201	41.975	152.77	264.50	3.5578	33.883	0.054743	supercritical
70.000	14.133	463.58	0.0021571	15.864	17.206	69.139	41.974	152.74	265.01	3.5363	34.009	0.054875	supercritical
70.000	14.167	465.30	0.0021491	15.848	17.188	69.077	41.973	152.70	265.52	3.5149	34.135	0.055007	supercritical
70.000	14.200	467.02	0.0021412	15.832	17.170	69.016	41.971	152.64	266.03	3.4936	34.261	0.055137	supercritical
70.000	14.233	468.73	0.0021334	15.816	17.152	68.955	41.970	152.58	266.55	3.4725	34.387	0.055266	supercritical
70.000	14.267	470.43	0.0021257	15.800	17.134	68.895	41.968	152.51	267.08	3.4514	34.513	0.055395	supercritical
70.000	14.300	472.12	0.0021181	15.784	17.117	68.835	41.965	152.44	267.61	3.4305	34.639	0.055523	supercritical
70.000	14.333	473.81	0.0021105	15.768	17.100	68.775	41.963	152.35	268.14	3.4097	34.765	0.055650	supercritical
70.000	14.367	475.49	0.0021031	15.753	17.082	68.716	41.960	152.26	268.68	3.3890	34.891	0.055777	supercritical
70.000	14.400	477.16	0.0020957	15.737	17.065	68.657	41.957	152.15	269.22	3.3684	35.017	0.055902	supercritical
70.000	14.433	478.83	0.0020884	15.722	17.048	68.598	41.953	152.04	269.76	3.3479	35.143	0.056027	supercritical
70.000	14.467	480.48	0.0020812	15.706	17.031	68.540	41.950	151.92	270.31	3.3276	35.268	0.056152	supercritical
70.000	14.500	482.13	0.0020741	15.691	17.015	68.482	41.946	151.80	270.86	3.3074	35.394	0.056275	supercritical
70.000	14.533	483.77	0.0020671	15.676	16.998	68.425	41.942	151.67	271.41	3.2873	35.520	0.056398	supercritical
70.000	14.567	485.40	0.0020601	15.661	16.981	68.368	41.937	151.53	271.97	3.2674	35.646	0.056520	supercritical
70.000	14.600	487.03	0.0020533	15.646	16.965	68.311	41.933	151.38	272.53	3.2475	35.771	0.056641	supercritical
70.000	14.633	488.64	0.0020465	15.631	16.948	68.255	41.928	151.23	273.10	3.2278	35.897	0.056762	supercritical
70.000	14.667	490.25	0.0020398	15.616	16.932	68.199	41.923	151.07	273.67	3.2082	36.022	0.056882	supercritical
70.000	14.700	491.85	0.0020331	15.601	16.916	68.143	41.917	150.90	274.24	3.1888	36.147	0.057002	supercritical
70.000	14.733	493.44	0.0020266	15.586	16.900	68.088	41.912	150.73	274.81	3.1695	36.272	0.057120	supercritical
70.000	14.767	495.03	0.0020201	15.572	16.884	68.033	41.906	150.56	275.39	3.1503	36.397	0.057238	supercritical
70.000	14.800	496.60	0.0020137	15.557	16.869	67.978	41.901	150.37	275.97	3.1312	36.522	0.057356	supercritical
70.000	14.833	498.17	0.0020074	15.543	16.853	67.924	41.895	150.19	276.56	3.1123	36.647	0.057473	supercritical
70.000	14.867	499.73	0.0020011	15.528	16.837	67.871	41.888	149.99	277.14	3.0935	36.771	0.057589	supercritical
70.000	14.900	501.28	0.0019949	15.514	16.822	67.817	41.882	149.80	277.73	3.0748	36.896	0.057705	supercritical
70.000	14.933	502.82	0.0019888	15.500	16.807	67.764	41.875	149.59	278.32	3.0563	37.020	0.057820	supercritical
70.000	14.967	504.35	0.0019827	15.486	16.792	67.711	41.869	149.39	278.92	3.0379	37.144	0.057934	supercritical
70.000	15.000	505.88	0.0019768	15.471	16.776	67.659	41.862	149.18	279.51	3.0196	37.268	0.058048	supercritical
70.000	15.033	507.39	0.0019709	15.458	16.761	67.607	41.855	148.96	280.11	3.0015	37.391	0.058161	supercritical
70.000	15.067	508.90	0.0019650	15.444	16.747	67.555	41.848	148.74	280.71	2.9835	37.515	0.058274	supercritical
70.000	15.100	510.40	0.0019593	15.430	16.732	67.504	41.841	148.52	281.31	2.9656	37.638	0.058386	supercritical
70.000	15.133	511.89	0.0019535	15.416	16.717	67.453	41.833	148.29	281.92	2.9479	37.761	0.058498	supercritical
70.000	15.167	513.37	0.0019479	15.403	16.703	67.402	41.826	148.06	282.53	2.9303	37.883	0.058609	supercritical
70.000	15.200	514.85	0.0019423	15.389	16.688	67.352	41.818	147.83	283.14	2.9128	38.006	0.058719	supercritical
70.000	15.233	516.31	0.0019368	15.376	16.674	67.302	41.810	147.59	283.75	2.8955	38.128	0.058829	supercritical
70.000	15.267	517.77	0.0019314	15.362	16.660	67.252	41.803	147.35	284.36	2.8782	38.250	0.058939	supercritical
70.000	15.300	519.22	0.0019260	15.349	16.646	67.203	41.795	147.11	284.97	2.8612	38.372	0.059048	supercritical
70.000	15.333	520.66	0.0019206	15.336	16.632	67.154	41.787	146.86	285.59	2.8442	38.493	0.059157	supercritical
70.000	15.367	522.09	0.0019154	15.323	16.618	67.105	41.778	146.61	286.21	2.8274	38.614	0.059265	supercritical
70.000	15.400	523.51	0.0019102	15.310	16.604	67.057	41.770	146.36	286.83	2.8107	38.735	0.059372	supercritical
70.000	15.433	524.93	0.0019050	15.297	16.591	67.009	41.762	146.11	287.45	2.7941	38.856	0.059479	supercritical
70.000	15.467	526.34	0.0018999	15.284	16.577	66.962	41.754	145.86	288.07	2.7777	38.976	0.059586	supercritical
70.000	15.500	527.74	0.0018949	15.271	16.564	66.914	41.745	145.60	288.70	2.7614	39.096	0.059692	supercritical
70.000	15.533	529.13	0.0018899	15.258	16.550	66.867	41.736	145.34	289.32	2.7452	39.216	0.059798	supercritical
70.000	15.567	530.51	0.0018850	15.246	16.537	66.821	41.728	145.08	289.95	2.7292	39.336	0.059903	supercritical
70.000	15.600	531.88	0.0018801	15.233	16.524	66.774	41.719	144.82	290.58	2.7133	39.455	0.060008	supercritical
70.000	15.633	533.25	0.0018753	15.220	16.511	66.728	41.710	144.56	291.21	2.6975	39.574	0.060113	supercritical
70.000	15.667	534.61	0.0018705	15.208	16.498	66.682	41.702	144.29	291.84	2.6818	39.693	0.060217	supercritical
70.000	15.700	535.96	0.0018658	15.196	16.485	66.637	41.693	144.03	292.47	2.6663	39.811	0.060320	supercritical
70.000	15.733	537.30	0.0018612	15.183	16.472	66.592	41.684	143.76	293.10	2.6508	39.929	0.060423	supercritical
70.000	15.767	538.64	0.0018565	15.171	16.460	66.547	41.675	143.49	293.74	2.6355	40.047	0.060526	supercritical
70.000	15.800	539.96	0.0018520	15.159	16.447	66.502	41.666	143.22	294.37	2.6204	40.164	0.060628	supercritical
70.000	15.833	541.28	0.0018475	15.147	16.434	66.458	41.657	142.95	295.01	2.6053	40.281	0.060730	supercritical
70.000	15.867	542.59	0.0018430	15.135	16.422	66.414	41.647	142.68	295.65	2.5904	40.398	0.060832	supercritical
70.000	15.900	543.89	0.0018386	15.123	16.410	66.371	41.638	142.41	296.28	2.5755	40.515	0.060933	supercritical
70.000	15.933	545.19	0.0018342	15.111	16.398	66.327	41.629	142.13	296.92	2.5608	40.631	0.061034	supercritical
70.000	15.967	546.47	0.0018299	15.100	16.386	66.284	41.620	141.86	297.56	2.5463	40.747	0.061134	supercritical
70.000	16.000	547.75	0.0018256	15.088	16.374	66.242	41.611	141.59	298.20	2.5318	40.862	0.061234	supercritical
70.000	16.033	549.03	0.0018214	15.076	16.362	66.199	41.601	141.31	298.84	2.5175	40.977	0.061334	supercritical
70.000	16.067	550.29	0.0018172	15.065	16.350	66.157	41.592	141.04	299.48	2.5032	41.092	0.061433	supercritical
70.000	16.100	551.55	0.0018131	15.053	16.338	66.115	41.583	140.76	300.12	2.4891	41.207	0.061532	supercritical
70.000	16.133	552.80	0.0018090	15.042	16.327	66.073	41.573	140.49	300.77	2.4751	41.321	0.061630	supercritical
70.000	16.167	554.04	0.0018049	15.031	16.315	66.032	41.564	140.21	301.41	2.4612	41.435	0.061728	supercritical
70.000	16.200	555.27	0.0018009	15.020	16.303	65.991	41.554	139.94	302.05	2.4474	41.548	0.061826	supercritical
70.000	16.233	556.50	0.0017970	15.008	16.292	65.950	41.545	139.66	302.70	2.4338	41.662	0.061924	supercritical
70.000	16.267	557.72	0.0017930	14.997	16.281	65.909	41.536	139.39	303.34	2.4202	41.774	0.062021	supercritical
70.000	16.300	558.93	0.0017891	14.986	16.270	65.869	41.526	139.11	303.98	2.4068	41.887	0.062118	supercritical
70.000	16.333	560.13	0.0017853	14.975	16.259	65.829	41.517	138.84	304.63	2.3934	41.999	0.062214	supercritical
70.000	16.367	561.33	0.0017815	14.964	16.247	65.789	41.507	138.56	305.27	2.3802	42.111	0.062310	supercritical
70.000	16.400	562.52	0.0017777	14.953	16.237	65.750	41.498	138.29	305.92	2.3671	42.223	0.062406	supercritical
70.000	16.433	563.71	0.0017740	14.943	16.226	65.710	41.488	138.02	306.56	2.3541	42.334	0.062501	supercritical
70.000	16.467	564.88	0.0017703	14.932	16.215	65.671	41.479	137.74	307.21	2.3411	42.445	0.062596	supercritical
70.000	16.500	566.05	0.0017666	14.921	16.204	65.633	41.469	137.47	307.85	2.3283	42.555	0.062691	supercritical
70.000	16.533	567.21	0.0017630	14.911	16.194	65.594	41.460	137.20	308.50	2.3156	42.665	0.062786	supercritical
70.000	16.567	568.37	0.0017594	14.900	16.183	65.556	41.451	136.92	309.15	2.3030	42.775	0.062880	supercritical
70.000	16.600	569.52	0.0017559	14.890	16.173	65.518	41.441	136.65	309.79	2.2905	42.885	0.062974	supercritical
70.000	16.633	570.66	0.0017524	14.879	16.162	65.480	41.432	136.38	310.44	2.2781	42.994	0.063067	supercritical
70.000	16.667	571.79	0.0017489	14.869	16.152	65.442	41.422	136.11	311.08	2.2658	43.103	0.063160	supercritical
70.000	16.700	572.92	0.0017454	14.859	16.142	65.405	41.413	135.84	311.73	2.2536	43.211	0.063253	supercritical
70.000	16.733	574.05	0.0017420	14.849	16.131	65.368	41.403	135.57	312.37	2.2415	43.320	0.063346	supercritical
70.000	16.767	575.16	0.0017386	14.838	16.121	65.331	41.394	135.30	313.02	2.2295	43.427	0.063438	supercritical
70.000	16.800	576.27	0.0017353	14.828	16.111	65.295	41.385	135.03	313.67	2.2176	43.535	0.063530	supercritical
70.000	16.833	577.37	0.0017320	14.818	16.101	65.258	41.375	134.76	314.31	2.2057	43.642	0.063622	supercritical
70.000	16.867	578.47	0.0017287	14.808	16.091	65.222	41.366	134.50	314.96	2.1940	43.749	0.063713	supercritical
70.000	16.900	579.56	0.0017255	14.798	16.082	65.186	41.357	134.23	315.60	2.1824	43.855	0.063804	supercritical
70.000	16.933	580.64	0.0017222	14.788	16.072	65.150	41.347	133.97	316.25	2.1708	43.962	0.063895	supercritical
70.000	16.967	581.72	0.0017191	14.779	16.062	65.115	41.338	133.70	316.89	2.1594	44.067	0.063985	supercritical
70.000	17.000	582.79	0.0017159	14.769	16.053	65.080	41.329	133.44	317.54	2.1480	44.173	0.064076	supercritical
70.000	17.033	583.85	0.0017128	14.759	16.043	65.045	41.319	133.18	318.18	2.1368	44.278	0.064166	supercritical
70.000	17.067	584.91	0.0017097	14.750	16.034	65.010	41.310	132.92	318.82	2.1256	44.383	0.064255	supercritical
70.000	17.100	585.96	0.0017066	14.740	16.024	64.975	41.301	132.66	319.47	2.1145	44.488	0.064345	supercritical
70.000	17.133	587.01	0.0017036	14.730	16.015	64.941	41.292	132.40	320.11	2.1035	44.592	0.064434	supercritical
70.000	17.167	588.05	0.0017005	14.721	16.006	64.906	41.283	132.14	320.75	2.0926	44.696	0.064523	supercritical
70.000	17.200	589.08	0.0016976	14.712	15.997	64.872	41.273	131.88	321.39	2.0818	44.799	0.064611	supercritical
70.000	17.233	590.11	0.0016946	14.702	15.987	64.838	41.264	131.62	322.04	2.0710	44.902	0.064699	supercritical
70.000	17.267	591.13	0.0016917	14.693	15.978	64.805	41.255	131.37	322.68	2.0604	45.005	0.064787	supercritical
70.000	17.300	592.15	0.0016888	14.684	15.969	64.771	41.246	131.12	323.32	2.0498	45.108	0.064875	supercritical
70.000	17.333	593.16	0.0016859	14.674	15.960	64.738	41.237	130.86	323.96	2.0393	45.210	0.064963	supercritical
70.000	17.367	594.16	0.0016830	14.665	15.952	64.705	41.228	130.61	324.60	2.0289	45.312	0.065050	supercritical
70.000	17.400	595.16	0.0016802	14.656	15.943	64.672	41.219	130.36	325.24	2.0186	45.413	0.065137	supercritical
