Temperature (C)	Pressure (MPa)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (K/MPa)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
190.00	15.867	209.21	0.0047800	22.997	26.335	91.789	37.933	58.385	325.63	2.7656	26.724	0.038835	supercritical
190.00	15.900	209.69	0.0047689	22.993	26.330	91.762	37.937	58.420	325.69	2.7627	26.739	0.038861	supercritical
190.00	15.933	210.17	0.0047580	22.988	26.324	91.735	37.942	58.454	325.74	2.7597	26.755	0.038888	supercritical
190.00	15.967	210.66	0.0047470	22.983	26.319	91.709	37.947	58.489	325.79	2.7567	26.770	0.038914	supercritical
190.00	16.000	211.14	0.0047361	22.978	26.313	91.682	37.952	58.523	325.84	2.7537	26.785	0.038941	supercritical
190.00	16.033	211.63	0.0047253	22.974	26.308	91.655	37.957	58.558	325.90	2.7508	26.801	0.038967	supercritical
190.00	16.067	212.11	0.0047145	22.969	26.303	91.629	37.962	58.592	325.95	2.7478	26.817	0.038994	supercritical
190.00	16.100	212.59	0.0047038	22.964	26.297	91.602	37.967	58.627	326.01	2.7448	26.832	0.039020	supercritical
190.00	16.133	213.08	0.0046931	22.960	26.292	91.576	37.972	58.661	326.06	2.7418	26.848	0.039047	supercritical
190.00	16.167	213.56	0.0046824	22.955	26.287	91.549	37.977	58.695	326.12	2.7388	26.863	0.039074	supercritical
190.00	16.200	214.05	0.0046719	22.950	26.281	91.523	37.981	58.730	326.17	2.7358	26.879	0.039101	supercritical
190.00	16.233	214.53	0.0046613	22.946	26.276	91.497	37.986	58.764	326.23	2.7328	26.895	0.039127	supercritical
190.00	16.267	215.02	0.0046508	22.941	26.271	91.470	37.991	58.799	326.28	2.7298	26.910	0.039154	supercritical
190.00	16.300	215.50	0.0046403	22.936	26.265	91.444	37.996	58.833	326.34	2.7268	26.926	0.039181	supercritical
190.00	16.333	215.99	0.0046299	22.932	26.260	91.418	38.001	58.867	326.40	2.7238	26.942	0.039208	supercritical
190.00	16.367	216.47	0.0046196	22.927	26.255	91.392	38.006	58.901	326.45	2.7208	26.958	0.039235	supercritical
190.00	16.400	216.96	0.0046092	22.922	26.249	91.366	38.010	58.936	326.51	2.7178	26.974	0.039262	supercritical
190.00	16.433	217.44	0.0045990	22.918	26.244	91.340	38.015	58.970	326.57	2.7148	26.989	0.039289	supercritical
190.00	16.467	217.93	0.0045887	22.913	26.239	91.313	38.020	59.004	326.63	2.7118	27.005	0.039316	supercritical
190.00	16.500	218.41	0.0045785	22.908	26.233	91.287	38.025	59.038	326.68	2.7088	27.021	0.039343	supercritical
190.00	16.533	218.90	0.0045684	22.904	26.228	91.261	38.030	59.072	326.74	2.7058	27.037	0.039370	supercritical
190.00	16.567	219.38	0.0045583	22.899	26.223	91.235	38.034	59.107	326.80	2.7028	27.053	0.039397	supercritical
190.00	16.600	219.87	0.0045482	22.894	26.217	91.210	38.039	59.141	326.86	2.6998	27.069	0.039424	supercritical
190.00	16.633	220.35	0.0045382	22.890	26.212	91.184	38.044	59.175	326.92	2.6967	27.085	0.039451	supercritical
190.00	16.667	220.84	0.0045283	22.885	26.207	91.158	38.049	59.209	326.98	2.6937	27.101	0.039478	supercritical
190.00	16.700	221.32	0.0045183	22.880	26.201	91.132	38.053	59.243	327.04	2.6907	27.118	0.039505	supercritical
190.00	16.733	221.81	0.0045084	22.876	26.196	91.106	38.058	59.277	327.10	2.6877	27.134	0.039533	supercritical
190.00	16.767	222.29	0.0044986	22.871	26.191	91.081	38.063	59.311	327.16	2.6847	27.150	0.039560	supercritical
190.00	16.800	222.78	0.0044888	22.866	26.185	91.055	38.068	59.345	327.22	2.6816	27.166	0.039587	supercritical
190.00	16.833	223.26	0.0044790	22.862	26.180	91.029	38.072	59.379	327.28	2.6786	27.182	0.039615	supercritical
190.00	16.867	223.75	0.0044693	22.857	26.175	91.004	38.077	59.413	327.35	2.6756	27.199	0.039642	supercritical
190.00	16.900	224.23	0.0044597	22.853	26.169	90.978	38.082	59.447	327.41	2.6725	27.215	0.039670	supercritical
190.00	16.933	224.72	0.0044500	22.848	26.164	90.952	38.086	59.480	327.47	2.6695	27.231	0.039697	supercritical
190.00	16.967	225.20	0.0044404	22.843	26.159	90.927	38.091	59.514	327.53	2.6665	27.248	0.039724	supercritical
190.00	17.000	225.69	0.0044309	22.839	26.154	90.901	38.096	59.548	327.60	2.6634	27.264	0.039752	supercritical
190.00	17.033	226.17	0.0044214	22.834	26.148	90.876	38.101	59.582	327.66	2.6604	27.280	0.039780	supercritical
190.00	17.067	226.66	0.0044119	22.829	26.143	90.851	38.105	59.616	327.72	2.6574	27.297	0.039807	supercritical
190.00	17.100	227.15	0.0044025	22.825	26.138	90.825	38.110	59.649	327.79	2.6543	27.313	0.039835	supercritical
190.00	17.133	227.63	0.0043931	22.820	26.132	90.800	38.115	59.683	327.85	2.6513	27.330	0.039862	supercritical
190.00	17.167	228.12	0.0043837	22.815	26.127	90.775	38.119	59.717	327.91	2.6482	27.347	0.039890	supercritical
190.00	17.200	228.60	0.0043744	22.811	26.122	90.749	38.124	59.750	327.98	2.6452	27.363	0.039918	supercritical
190.00	17.233	229.09	0.0043651	22.806	26.117	90.724	38.128	59.784	328.04	2.6421	27.380	0.039946	supercritical
190.00	17.267	229.57	0.0043559	22.801	26.111	90.699	38.133	59.818	328.11	2.6391	27.396	0.039973	supercritical
190.00	17.300	230.06	0.0043467	22.797	26.106	90.674	38.138	59.851	328.18	2.6360	27.413	0.040001	supercritical
190.00	17.333	230.55	0.0043375	22.792	26.101	90.649	38.142	59.885	328.24	2.6330	27.430	0.040029	supercritical
190.00	17.367	231.03	0.0043284	22.787	26.096	90.624	38.147	59.918	328.31	2.6299	27.447	0.040057	supercritical
190.00	17.400	231.52	0.0043193	22.783	26.090	90.599	38.152	59.952	328.38	2.6269	27.463	0.040085	supercritical
